"year","model","species_name","jcat","prey_guild","cons_tot_prey","cons_tot","diet_prop"
1982,"EBS","Pacific_cod","adu","MISSING",97262.0218971849,97262.0218971849,1
1982,"EBS","Pacific_cod","juv","MISSING",750.199203243663,750.199203243663,1
1983,"EBS","Pacific_cod","adu","MISSING",112466.885028188,112466.885028188,1
1983,"EBS","Pacific_cod","juv","MISSING",2230.31237194005,2230.31237194005,1
1984,"EBS","Pacific_cod","adu","Arrowtooth_flounder",289.748864794372,105512.908301409,0.00274609874240859
1984,"EBS","Pacific_cod","adu","Benthic_detritus",73.294923657776,105512.908301409,0.000694653619521142
1984,"EBS","Pacific_cod","adu","Chum_salmon",0,105512.908301409,0
1984,"EBS","Pacific_cod","adu","Cope_large",0,105512.908301409,0
1984,"EBS","Pacific_cod","adu","Cope_medium",0,105512.908301409,0
1984,"EBS","Pacific_cod","adu","Cope_small",0,105512.908301409,0
1984,"EBS","Pacific_cod","adu","Cope_UNID",0.166700678204912,105512.908301409,1.57990790784302e-06
1984,"EBS","Pacific_cod","adu","Euphausiids",2668.11510980484,105512.908301409,0.0252870966477683
1984,"EBS","Pacific_cod","adu","Flathead_sole",499.435082481305,105512.908301409,0.00473340267576187
1984,"EBS","Pacific_cod","adu","Gelatinous_carnivores",0,105512.908301409,0
1984,"EBS","Pacific_cod","adu","Gelatinous_omnivores",0.14522701636764,105512.908301409,1.37639099050122e-06
1984,"EBS","Pacific_cod","adu","Infauna",7006.82273328373,105512.908301409,0.0664072561934128
1984,"EBS","Pacific_cod","adu","King_crab",4344.19377175834,105512.908301409,0.0411721545893578
1984,"EBS","Pacific_cod","adu","Large_microzooplankton",0,105512.908301409,0
1984,"EBS","Pacific_cod","adu","Large_phytoplankton",0,105512.908301409,0
1984,"EBS","Pacific_cod","adu","Large_sculpins",0,105512.908301409,0
1984,"EBS","Pacific_cod","adu","Macroalgae",1.24917924456023,105512.908301409,1.18391130020966e-05
1984,"EBS","Pacific_cod","adu","Microzooplankton",0,105512.908301409,0
1984,"EBS","Pacific_cod","adu","MISC_NA",12711.5041035694,105512.908301409,0.120473450198697
1984,"EBS","Pacific_cod","adu","Miscellaneous_deep-sea_fish",0,105512.908301409,0
1984,"EBS","Pacific_cod","adu","MISSING",11808.4029965347,105512.908301409,0.111914297374902
1984,"EBS","Pacific_cod","adu","Motile_epifauna",23812.4891707473,105512.908301409,0.225683184684137
1984,"EBS","Pacific_cod","adu","Mysids",1902.3874413455,105512.908301409,0.0180299024258826
1984,"EBS","Pacific_cod","adu","Octopus",700.38934915994,105512.908301409,0.00663794942661616
1984,"EBS","Pacific_cod","adu","Offal",5743.88047873384,105512.908301409,0.0544377040800149
1984,"EBS","Pacific_cod","adu","Other_skates",0,105512.908301409,0
1984,"EBS","Pacific_cod","adu","Pacific_capelin",995.207493851239,105512.908301409,0.00943209233706574
1984,"EBS","Pacific_cod","adu","Pacific_cod",0,105512.908301409,0
1984,"EBS","Pacific_cod","adu","Pacific_halibut",0,105512.908301409,0
1984,"EBS","Pacific_cod","adu","Pacific_herring",0,105512.908301409,0
1984,"EBS","Pacific_cod","adu","Pacific_sandlance",1531.00749965186,105512.908301409,0.0145101440600839
1984,"EBS","Pacific_cod","adu","Pandalid_shrimp",335.581953048454,105512.908301409,0.00318048244950114
1984,"EBS","Pacific_cod","adu","Pelagic_amphipods",229.167446801406,105512.908301409,0.00217193754290958
1984,"EBS","Pacific_cod","adu","Pink_salmon",0,105512.908301409,0
